Scheme Name       : start_scheme
Scheme lnL        : -23172911.1529
Scheme AICc       : 46388725.7469
Number of params  : 20870
Number of sites   : 769646
Number of subsets : 3102

Subset | Best Model | Subset Partitions              | Subset Sites                   | Alignment                               
LG, p1694 = 424676-424914
LG, p1695 = 424915-425378
LG, p1696 = 425379-425625
LGF, p1697 = 425626-425842
LG, p1698 = 425843-426012
JTTF, p1699 = 426013-426250
JTTF, p1700 = 426251-426553
LG, p1701 = 426554-426663
LGF, p1702 = 426664-426846
LG, p1703 = 426847-426942
LG, p1704 = 426943-427153
WAGF, p1705 = 427154-427335
VT, p1706 = 427336-427819
JTTF, p1707 = 427820-427954
LG, p1708 = 427955-428168
LG, p1709 = 428169-428422
JTTF, p1710 = 428423-428742
LG, p1711 = 428743-429070
LGF, p1712 = 429071-429422
LG, p1713 = 429423-429559
LG, p1714 = 429560-429964
CPREV, p1715 = 429965-430006
LG, p1716 = 430007-430114
LG, p1717 = 430115-430338
LG, p1718 = 430339-430522
JTT, p1719 = 430523-430675
JTT, p1720 = 430676-430981
LG, p1721 = 430982-431375
LG, p1722 = 431376-432046
LG, p1723 = 432047-432243
LGF, p1724 = 432244-432377
JTTF, p1725 = 432378-432808
WAGF, p1726 = 432809-432929
VT, p1727 = 432930-433053
LG, p1728 = 433054-433297
JTT, p1729 = 433298-433405
LG, p1730 = 433406-433717
LGF, p1731 = 433718-434044
LG, p1732 = 434045-434134
LG, p1733 = 434135-434277
LG, p1734 = 434278-434566
LG, p1735 = 434567-435065
LG, p1736 = 435066-435333
LG, p1737 = 435334-435711
JTTF, p1738 = 435712-436034
LG, p1739 = 436035-436226
LG, p1740 = 436227-436447
LGF, p1741 = 436448-436776
LG, p1742 = 436777-436992
LGF, p1743 = 436993-437128
JTT, p1744 = 437129-437184
LG, p1745 = 437185-437543
LG, p1746 = 437544-438086
LG, p1747 = 438087-438269
LG, p1748 = 438270-438448
LG, p1749 = 438449-438766
LG, p1750 = 438767-439214
LG, p1751 = 439215-439404
LG, p1752 = 439405-439618
JTTF, p1753 = 439619-439904
LG, p1754 = 439905-440288
LG, p1755 = 440289-440338
LG, p1756 = 440339-440548
LG, p1757 = 440549-440730
LGF, p1758 = 440731-440838
JTT, p1759 = 440839-441183
LGF, p1760 = 441184-441502
LG, p1761 = 441503-441731
VT, p1762 = 441732-441860
LG, p1763 = 441861-441997
LG, p1764 = 441998-442122
LG, p1765 = 442123-442432
LG, p1766 = 442433-442594
LGF, p1767 = 442595-442840
JTT, p1768 = 442841-442983
JTT, p1769 = 442984-443354
LGF, p1770 = 443355-443814
LG, p1771 = 443815-443960
LG, p1772 = 443961-444178
JTTF, p1773 = 444179-444442
LGF, p1774 = 444443-444637
LG, p1775 = 444638-444772
LGF, p1776 = 444773-444938
LG, p1777 = 444939-445165
LGF, p1778 = 445166-445495
LG, p1779 = 445496-445654
LGF, p1780 = 445655-446095
LG, p1781 = 446096-446349
LG, p1782 = 446350-446464
LG, p1783 = 446465-446769
LG, p1784 = 446770-447294
LG, p1785 = 447295-447397
LG, p1786 = 447398-447654
LG, p1787 = 447655-447977
LG, p1788 = 447978-448055
JTT, p1789 = 448056-448112
LG, p1790 = 448113-448246
JTT, p1791 = 448247-448425
LG, p1792 = 448426-448809
LG, p1793 = 448810-449244
LGF, p1794 = 449245-449434
LGF, p1795 = 449435-449767
LG, p1796 = 449768-449934
LG, p1797 = 449935-450505
JTT, p1798 = 450506-450823
LG, p1799 = 450824-451266
LG, p1800 = 451267-451454
LG, p1801 = 451455-451525
LG, p1802 = 451526-452004
LG, p1803 = 452005-452361
LGF, p1804 = 452362-452591
LG, p1805 = 452592-452653
WAG, p1806 = 452654-452720
LG, p1807 = 452721-452965
LG, p1808 = 452966-453117
JTT, p1809 = 453118-453423
JTTF, p1810 = 453424-453607
JTT, p1811 = 453608-453898
LG, p1812 = 453899-454303
CPREV, p1813 = 454304-454352
JTTF, p1814 = 454353-454738
VT, p1815 = 454739-454833
LGF, p1816 = 454834-455131
LG, p1817 = 455132-455344
LGF, p1818 = 455345-455673
LG, p1819 = 455674-455880
LGF, p1820 = 455881-456128
LG, p1821 = 456129-456627
JTT, p1822 = 456628-456717
LG, p1823 = 456718-456854
JTT, p1824 = 456855-456988
JTT, p1825 = 456989-457162
LG, p1826 = 457163-457538
LGF, p1827 = 457539-457854
VT, p1828 = 457855-458014
LGF, p1829 = 458015-458188
JTT, p1830 = 458189-458302
LG, p1831 = 458303-458531
LG, p1832 = 458532-458616
JTT, p1833 = 458617-458975
JTTF, p1834 = 458976-459227
LG, p1835 = 459228-459305
LG, p1836 = 459306-459738
LG, p1837 = 459739-460040
CPREVF, p1838 = 460041-460143
LG, p1839 = 460144-460513
LG, p1840 = 460514-460877
LG, p1841 = 460878-461098
LG, p1842 = 461099-461335
LG, p1843 = 461336-461701
LG, p1844 = 461702-461803
JTT, p1845 = 461804-462033
JTTF, p1846 = 462034-462289
VT, p1847 = 462290-462531
LG, p1848 = 462532-462714
LG, p1849 = 462715-462869
JTT, p1850 = 462870-463017
LG, p1851 = 463018-463431
LG, p1852 = 463432-463552
JTT, p1853 = 463553-463672
LGF, p1854 = 463673-463913
LG, p1855 = 463914-464196
LG, p1856 = 464197-464626
LG, p1857 = 464627-464975
LG, p1858 = 464976-465320
LGF, p1859 = 465321-465707
LG, p1860 = 465708-465784
LG, p1861 = 465785-465987
LG, p1862 = 465988-466136
LGF, p1863 = 466137-466334
JTT, p1864 = 466335-466458
LG, p1865 = 466459-466660
RTREV, p1866 = 466661-466713
LGF, p1867 = 466714-466957
LGF, p1868 = 466958-467371
LG, p1869 = 467372-467628
LG, p1870 = 467629-467817
LG, p1871 = 467818-468138
JTT, p1872 = 468139-468322
LG, p1873 = 468323-468534
JTTF, p1874 = 468535-468754
JTTF, p1875 = 468755-469131
LG, p1876 = 469132-469314
LG, p1877 = 469315-469361
LG, p1878 = 469362-469631
LG, p1879 = 469632-469874
LG, p1880 = 469875-470479
LG, p1881 = 470480-470798
JTT, p1882 = 470799-471025
JTT, p1883 = 471026-471136
JTT, p1884 = 471137-471295
LGF, p1885 = 471296-471571
LG, p1886 = 471572-471861
WAG, p1887 = 471862-472007
LG, p1888 = 472008-472169
LG, p1889 = 472170-472353
LG, p1890 = 472354-472599
LG, p1891 = 472600-472971
LG, p1892 = 472972-473188
LG, p1893 = 473189-473304
LGF, p1894 = 473305-473560
LG, p1895 = 473561-473897
LG, p1896 = 473898-474373
LG, p1897 = 474374-474451
LG, p1898 = 474452-474525
JTTF, p1899 = 474526-474876
LGF, p1900 = 474877-475193
LG, p1901 = 475194-475344
LG, p1902 = 475345-475556
LG, p1903 = 475557-475769
LG, p1904 = 475770-476040
LG, p1905 = 476041-476275
JTT, p1906 = 476276-476459
LG, p1907 = 476460-476757
LGF, p1908 = 476758-477086
JTTF, p1909 = 477087-477224
LG, p1910 = 477225-477352
JTT, p1911 = 477353-477549
JTT, p1912 = 477550-477816
LG, p1913 = 477817-477988
LG, p1914 = 477989-478029
LG, p1915 = 478030-478226
LGF, p1916 = 478227-478520
LG, p1917 = 478521-478725
DAYHOFF, p1918 = 478726-478910
JTT, p1919 = 478911-479098
JTT, p1920 = 479099-479492
DAYHOFF, p1921 = 479493-479731
LG, p1922 = 479732-479869
LG, p1923 = 479870-480046
LG, p1924 = 480047-480307
JTTF, p1925 = 480308-480620
LG, p1926 = 480621-480705
LGF, p1927 = 480706-480967
LG, p1928 = 480968-481376
LG, p1929 = 481377-481446
LG, p1930 = 481447-481498
LG, p1931 = 481499-481635
JTTF, p1932 = 481636-481878
JTT, p1933 = 481879-482066
LGF, p1934 = 482067-482213
LG, p1935 = 482214-482310
LG, p1936 = 482311-482648
LG, p1937 = 482649-482955
LG, p1938 = 482956-483096
LG, p1939 = 483097-483337
JTTF, p1940 = 483338-483953
WAG, p1941 = 483954-484049
LGF, p1942 = 484050-484502
JTT, p1943 = 484503-484693
JTT, p1944 = 484694-484859
LG, p1945 = 484860-484952
LG, p1946 = 484953-485050
LG, p1947 = 485051-485085
LG, p1948 = 485086-485274
LG, p1949 = 485275-485379
LGF, p1950 = 485380-485558
LGF, p1951 = 485559-485973
LG, p1952 = 485974-486181
LGF, p1953 = 486182-486400
LG, p1954 = 486401-486517
LG, p1955 = 486518-486678
LG, p1956 = 486679-486732
VT, p1957 = 486733-486808
JTT, p1958 = 486809-486920
LG, p1959 = 486921-487180
VTF, p1960 = 487181-487349
LG, p1961 = 487350-487393
JTTF, p1962 = 487394-487581
CPREVF, p1963 = 487582-487837
LG, p1964 = 487838-487993
LGF, p1965 = 487994-488302
LGF, p1966 = 488303-489021
LG, p1967 = 489022-489556
LG, p1968 = 489557-489979
LGF, p1969 = 489980-490381
LGF, p1970 = 490382-490718
JTTF, p1971 = 490719-490938
LG, p1972 = 490939-491116
JTT, p1973 = 491117-491336
LG, p1974 = 491337-491671
JTT, p1975 = 491672-492095
LG, p1976 = 492096-492178
VT, p1977 = 492179-492434
LG, p1978 = 492435-492705
LG, p1979 = 492706-493012
LG, p1980 = 493013-493122
LG, p1981 = 493123-493399
LG, p1982 = 493400-493533
JTT, p1983 = 493534-493773
LG, p1984 = 493774-494152
LG, p1985 = 494153-494328
LGF, p1986 = 494329-494613
JTT, p1987 = 494614-494862
LG, p1988 = 494863-495188
LG, p1989 = 495189-495489
LG, p1990 = 495490-496096
CPREVF, p1991 = 496097-496380
LG, p1992 = 496381-496522
JTT, p1993 = 496523-496601
LG, p1994 = 496602-496825
VT, p1995 = 496826-496896
LG, p1996 = 496897-497148
LG, p1997 = 497149-497423
LGF, p1998 = 497424-497597
LG, p1999 = 497598-497678
LG, p2000 = 497679-497790
JTT, p2001 = 497791-498106
LGF, p2002 = 498107-498631
LG, p2003 = 498632-498745
LG, p2004 = 498746-498878
LG, p2005 = 498879-499496
LG, p2006 = 499497-499620
JTTF, p2007 = 499621-499924
LG, p2008 = 499925-500125
JTT, p2009 = 500126-500273
LG, p2010 = 500274-500588
LG, p2011 = 500589-500688
LG, p2012 = 500689-500797
LG, p2013 = 500798-500912
LGF, p2014 = 500913-501234
LG, p2015 = 501235-501721
LG, p2016 = 501722-501974
JTTF, p2017 = 501975-502245
LG, p2018 = 502246-502322
LG, p2019 = 502323-502562
JTT, p2020 = 502563-503106
LG, p2021 = 503107-503222
LG, p2022 = 503223-503527
LG, p2023 = 503528-503683
JTT, p2024 = 503684-503896
JTT, p2025 = 503897-503991
LGF, p2026 = 503992-504174
LG, p2027 = 504175-504419
LGF, p2028 = 504420-504646
LG, p2029 = 504647-504739
LGF, p2030 = 504740-504916
LG, p2031 = 504917-505256
JTTF, p2032 = 505257-505607
LG, p2033 = 505608-505913
VT, p2034 = 505914-506032
LG, p2035 = 506033-506234
LG, p2036 = 506235-506557
LG, p2037 = 506558-506758
JTT, p2038 = 506759-506962
VT, p2039 = 506963-507113
LGF, p2040 = 507114-507352
LG, p2041 = 507353-507583
LGF, p2042 = 507584-508070
JTTF, p2043 = 508071-508332
JTTF, p2044 = 508333-508656
JTT, p2045 = 508657-508817
LG, p2046 = 508818-508932
LGF, p2047 = 508933-509455
LG, p2048 = 509456-509562
LGF, p2049 = 509563-509720
LG, p2050 = 509721-510015
LG, p2051 = 510016-510242
DAYHOFF, p2052 = 510243-510507
JTT, p2053 = 510508-510915
LG, p2054 = 510916-511150
LG, p2055 = 511151-511279
VT, p2056 = 511280-511395
LG, p2057 = 511396-511574
LGF, p2058 = 511575-511691
LG, p2059 = 511692-511859
LG, p2060 = 511860-512111
LG, p2061 = 512112-512321
LG, p2062 = 512322-513024
LGF, p2063 = 513025-513160
LG, p2064 = 513161-513361
LGF, p2065 = 513362-513586
LG, p2066 = 513587-513644
LG, p2067 = 513645-514146
JTTF, p2068 = 514147-514320
LG, p2069 = 514321-514659
LG, p2070 = 514660-515135
LG, p2071 = 515136-515487
LG, p2072 = 515488-515654
LG, p2073 = 515655-515864
JTT, p2074 = 515865-515930
LG, p2075 = 515931-516112
LGF, p2076 = 516113-516276
LG, p2077 = 516277-516641
LG, p2078 = 516642-516752
JTT, p2079 = 516753-516965
LGF, p2080 = 516966-517193
JTT, p2081 = 517194-517367
JTT, p2082 = 517368-517675
LG, p2083 = 517676-517844
WAG, p2084 = 517845-517890
JTT, p2085 = 517891-518050
LG, p2086 = 518051-518357
JTT, p2087 = 518358-518524
LG, p2088 = 518525-518885
RTREV, p2089 = 518886-518987
LG, p2090 = 518988-519598
LG, p2091 = 519599-519813
LG, p2092 = 519814-520212
JTT, p2093 = 520213-520569
JTT, p2094 = 520570-520672
LG, p2095 = 520673-520763
JTTF, p2096 = 520764-521240
LG, p2097 = 521241-521309
LGF, p2098 = 521310-521723
JTT, p2099 = 521724-522176
LG, p2100 = 522177-522309
LG, p2101 = 522310-522519
LGF, p2102 = 522520-522905
JTT, p2103 = 522906-523290
LG, p2104 = 523291-523409
LG, p2105 = 523410-523593
LGF, p2106 = 523594-524044
JTT, p2107 = 524045-524237
LG, p2108 = 524238-524363
LG, p2109 = 524364-524582
LG, p2110 = 524583-524834
LG, p2111 = 524835-524970
RTREVF, p2112 = 524971-525243
LG, p2113 = 525244-525449
JTT, p2114 = 525450-525602
JTT, p2115 = 525603-525798
JTT, p2116 = 525799-525911
LG, p2117 = 525912-526020
LG, p2118 = 526021-526161
LG, p2119 = 526162-526365
WAGF, p2120 = 526366-526673
JTT, p2121 = 526674-526832
LG, p2122 = 526833-527072
LG, p2123 = 527073-527555
LG, p2124 = 527556-527936
LG, p2125 = 527937-528239
LG, p2126 = 528240-528317
LG, p2127 = 528318-528432
LG, p2128 = 528433-528554
LGF, p2129 = 528555-528763
LG, p2130 = 528764-528896
LG, p2131 = 528897-529107
DAYHOFF, p2132 = 529108-529192
JTT, p2133 = 529193-529342
LG, p2134 = 529343-529653
LG, p2135 = 529654-529937
DCMUTF, p2136 = 529938-530114
LG, p2137 = 530115-530435
JTT, p2138 = 530436-530566
LG, p2139 = 530567-530737
LG, p2140 = 530738-530956
LG, p2141 = 530957-531030
LG, p2142 = 531031-531258
LG, p2143 = 531259-531444
LG, p2144 = 531445-531557
LG, p2145 = 531558-531679
LGF, p2146 = 531680-532032
LG, p2147 = 532033-532368
LG, p2148 = 532369-532464
LGF, p2149 = 532465-532659
LGF, p2150 = 532660-532960
LGF, p2151 = 532961-533497
LGF, p2152 = 533498-533934
LG, p2153 = 533935-534658
LG, p2154 = 534659-535268
LG, p2155 = 535269-535522
JTT, p2156 = 535523-535663
LG, p2157 = 535664-536099
LG, p2158 = 536100-536278
LGF, p2159 = 536279-536561
LGF, p2160 = 536562-536876
LG, p2161 = 536877-537210
JTT, p2162 = 537211-537738
LG, p2163 = 537739-538130
LG, p2164 = 538131-538260
LG, p2165 = 538261-538485
JTTF, p2166 = 538486-538678
LGF, p2167 = 538679-539160
JTT, p2168 = 539161-539272
LG, p2169 = 539273-539559
LG, p2170 = 539560-539766
JTT, p2171 = 539767-539835
LGF, p2172 = 539836-540065
LG, p2173 = 540066-540473
WAG, p2174 = 540474-540578
LG, p2175 = 540579-540784
JTT, p2176 = 540785-541541
LG, p2177 = 541542-541665
LG, p2178 = 541666-542042
JTT, p2179 = 542043-542183
LG, p2180 = 542184-542567
JTT, p2181 = 542568-542652
LG, p2182 = 542653-542858
JTT, p2183 = 542859-543075
JTT, p2184 = 543076-543268
LG, p2185 = 543269-543391
LGF, p2186 = 543392-543541
JTTF, p2187 = 543542-543831
LGF, p2188 = 543832-544109
LG, p2189 = 544110-544207
LG, p2190 = 544208-545160
LGF, p2191 = 545161-545543
LG, p2192 = 545544-545939
JTT, p2193 = 545940-546262
LG, p2194 = 546263-546896
LGF, p2195 = 546897-547191
LG, p2196 = 547192-547595
LG, p2197 = 547596-547811
LG, p2198 = 547812-548111
LG, p2199 = 548112-548381
LG, p2200 = 548382-548589
LG, p2201 = 548590-548697
JTT, p2202 = 548698-548790
LG, p2203 = 548791-548937
LG, p2204 = 548938-549138
DCMUT, p2205 = 549139-549338
LG, p2206 = 549339-549488
LG, p2207 = 549489-549639
LG, p2208 = 549640-549903
JTTF, p2209 = 549904-550209
LG, p2210 = 550210-550477
LG, p2211 = 550478-551087
LG, p2212 = 551088-551425
DAYHOFF, p2213 = 551426-551591
LG, p2214 = 551592-551759
JTT, p2215 = 551760-551995
LG, p2216 = 551996-552212
LG, p2217 = 552213-552316
JTT, p2218 = 552317-552386
JTT, p2219 = 552387-552549
VT, p2220 = 552550-552642
VTF, p2221 = 552643-553031
LGF, p2222 = 553032-553408
LG, p2223 = 553409-553589
LG, p2224 = 553590-554122
JTT, p2225 = 554123-554428
JTT, p2226 = 554429-554641
LG, p2227 = 554642-554810
LG, p2228 = 554811-554989
LG, p2229 = 554990-555273
LG, p2230 = 555274-555482
JTT, p2231 = 555483-555722
LG, p2232 = 555723-556079
JTT, p2233 = 556080-556362
JTT, p2234 = 556363-556633
LG, p2235 = 556634-556851
LG, p2236 = 556852-556993
JTT, p2237 = 556994-557154
LG, p2238 = 557155-557353
LG, p2239 = 557354-557582
JTTF, p2240 = 557583-557956
LG, p2241 = 557957-558254
LG, p2242 = 558255-558430
LG, p2243 = 558431-558605
LG, p2244 = 558606-558807
VT, p2245 = 558808-559058
JTT, p2246 = 559059-559179
LG, p2247 = 559180-559489
BLOSUM62, p2248 = 559490-559588
LGF, p2249 = 559589-560104
LG, p2250 = 560105-560281
LG, p2251 = 560282-560531
LG, p2252 = 560532-560888
LGF, p2253 = 560889-561305
LG, p2254 = 561306-561418
WAGF, p2255 = 561419-561659
BLOSUM62F, p2256 = 561660-562293
LGF, p2257 = 562294-562458
LGF, p2258 = 562459-562865
LG, p2259 = 562866-563025
LG, p2260 = 563026-563143
LG, p2261 = 563144-563281
LGF, p2262 = 563282-564037
JTT, p2263 = 564038-564246
JTT, p2264 = 564247-564516
JTT, p2265 = 564517-564638
JTT, p2266 = 564639-564864
JTT, p2267 = 564865-565410
LG, p2268 = 565411-565612
JTTF, p2269 = 565613-566448
VT, p2270 = 566449-566530
JTT, p2271 = 566531-566835
LG, p2272 = 566836-567000
LG, p2273 = 567001-567355
LG, p2274 = 567356-567583
LGF, p2275 = 567584-567700
LG, p2276 = 567701-567810
LG, p2277 = 567811-568102
LGF, p2278 = 568103-568302
LG, p2279 = 568303-568515
LG, p2280 = 568516-568670
LGF, p2281 = 568671-568781
LG, p2282 = 568782-569165
LG, p2283 = 569166-569269
LG, p2284 = 569270-569379
LG, p2285 = 569380-569660
LG, p2286 = 569661-569724
LG, p2287 = 569725-569919
LG, p2288 = 569920-570269
LG, p2289 = 570270-570781
LGF, p2290 = 570782-571061
LG, p2291 = 571062-571190
LG, p2292 = 571191-571831
VT, p2293 = 571832-572072
LG, p2294 = 572073-572131
LG, p2295 = 572132-572367
JTT, p2296 = 572368-572602
VTF, p2297 = 572603-572774
LG, p2298 = 572775-572905
LG, p2299 = 572906-573252
LGF, p2300 = 573253-573593
LG, p2301 = 573594-573709
LG, p2302 = 573710-573966
LG, p2303 = 573967-574043
LG, p2304 = 574044-574205
LGF, p2305 = 574206-574409
JTT, p2306 = 574410-574451
VT, p2307 = 574452-574505
JTT, p2308 = 574506-574679
LG, p2309 = 574680-574835
LG, p2310 = 574836-575104
VT, p2311 = 575105-575504
LG, p2312 = 575505-576056
LG, p2313 = 576057-576319
LGF, p2314 = 576320-576485
LGF, p2315 = 576486-576778
LG, p2316 = 576779-577198
LG, p2317 = 577199-577320
LGF, p2318 = 577321-577589
LG, p2319 = 577590-577952
LGF, p2320 = 577953-578247
LG, p2321 = 578248-578528
LGF, p2322 = 578529-578765
LG, p2323 = 578766-579004
WAG, p2324 = 579005-579099
LG, p2325 = 579100-579163
LG, p2326 = 579164-579490
LG, p2327 = 579491-579679
LG, p2328 = 579680-579823
LG, p2329 = 579824-579937
JTT, p2330 = 579938-580158
LG, p2331 = 580159-580281
JTT, p2332 = 580282-580473
LG, p2333 = 580474-580854
LG, p2334 = 580855-580993
LG, p2335 = 580994-581068
LG, p2336 = 581069-581487
LG, p2337 = 581488-581773
LG, p2338 = 581774-582096
LG, p2339 = 582097-582285
LG, p2340 = 582286-582462
RTREV, p2341 = 582463-582551
LG, p2342 = 582552-582944
LG, p2343 = 582945-583531
LGF, p2344 = 583532-583699
LG, p2345 = 583700-583932
JTT, p2346 = 583933-584045
LGF, p2347 = 584046-584519
LG, p2348 = 584520-584874
LGF, p2349 = 584875-585051
LG, p2350 = 585052-585178
LG, p2351 = 585179-585477
LG, p2352 = 585478-585672
LGF, p2353 = 585673-585986
LG, p2354 = 585987-586182
LG, p2355 = 586183-586515
LGF, p2356 = 586516-586837
LG, p2357 = 586838-587074
JTT, p2358 = 587075-587228
DAYHOFF, p2359 = 587229-587554
LG, p2360 = 587555-587730
BLOSUM62, p2361 = 587731-587885
LG, p2362 = 587886-588243
JTTF, p2363 = 588244-588439
LG, p2364 = 588440-588567
JTT, p2365 = 588568-588790
LG, p2366 = 588791-589102
LG, p2367 = 589103-589377
LG, p2368 = 589378-589539
LG, p2369 = 589540-589650
LG, p2370 = 589651-589836
LGF, p2371 = 589837-590084
LG, p2372 = 590085-590408
LG, p2373 = 590409-590520
JTT, p2374 = 590521-590892
LG, p2375 = 590893-591153
LG, p2376 = 591154-591262
LG, p2377 = 591263-591340
LG, p2378 = 591341-591446
JTT, p2379 = 591447-591974
JTT, p2380 = 591975-592057
JTT, p2381 = 592058-592364
LG, p2382 = 592365-592692
JTT, p2383 = 592693-592947
LG, p2384 = 592948-593142
LG, p2385 = 593143-593246
LG, p2386 = 593247-593603
LG, p2387 = 593604-593870
JTT, p2388 = 593871-594068
LG, p2389 = 594069-594194
LG, p2390 = 594195-594359
JTT, p2391 = 594360-594509
LG, p2392 = 594510-594642
LG, p2393 = 594643-595057
JTT, p2394 = 595058-595242
LG, p2395 = 595243-595372
LG, p2396 = 595373-595551
LG, p2397 = 595552-595841
LG, p2398 = 595842-596031
LG, p2399 = 596032-596597
LGF, p2400 = 596598-596911
LG, p2401 = 596912-597104
LG, p2402 = 597105-597411
LG, p2403 = 597412-597539
LG, p2404 = 597540-598084
LGF, p2405 = 598085-598364
LG, p2406 = 598365-598771
LGF, p2407 = 598772-599089
LG, p2408 = 599090-599232
DAYHOFFF, p2409 = 599233-599356
LG, p2410 = 599357-599548
LG, p2411 = 599549-599700
LGF, p2412 = 599701-599758
LG, p2413 = 599759-599970
LG, p2414 = 599971-600665
LGF, p2415 = 600666-600948
JTT, p2416 = 600949-601042
LGF, p2417 = 601043-601438
LGF, p2418 = 601439-601727
LG, p2419 = 601728-601921
LGF, p2420 = 601922-602462
LG, p2421 = 602463-602601
LGF, p2422 = 602602-603052
LGF, p2423 = 603053-603325
LG, p2424 = 603326-603508
LG, p2425 = 603509-603911
JTT, p2426 = 603912-603997
LG, p2427 = 603998-604145
LG, p2428 = 604146-605024
LGF, p2429 = 605025-605158
LG, p2430 = 605159-605433
JTT, p2431 = 605434-605703
LG, p2432 = 605704-605796
LG, p2433 = 605797-606078
LG, p2434 = 606079-606572
WAG, p2435 = 606573-606922
LGF, p2436 = 606923-607137
JTT, p2437 = 607138-607322
LG, p2438 = 607323-607427
LG, p2439 = 607428-607529
LGF, p2440 = 607530-607926
LGF, p2441 = 607927-608172
JTT, p2442 = 608173-608379
JTT, p2443 = 608380-608522
LGF, p2444 = 608523-608873
JTT, p2445 = 608874-609140
LG, p2446 = 609141-609488
LG, p2447 = 609489-609830
LGF, p2448 = 609831-610326
LG, p2449 = 610327-610530
LG, p2450 = 610531-610725
JTT, p2451 = 610726-610935
LG, p2452 = 610936-611193
VT, p2453 = 611194-611423
VT, p2454 = 611424-611513
LG, p2455 = 611514-611577
LG, p2456 = 611578-611620
LG, p2457 = 611621-611971
VTF, p2458 = 611972-612296
LG, p2459 = 612297-612731
JTT, p2460 = 612732-612864
LGF, p2461 = 612865-613153
LG, p2462 = 613154-613710
LG, p2463 = 613711-613768
LG, p2464 = 613769-614112
LG, p2465 = 614113-614379
LG, p2466 = 614380-614741
LGF, p2467 = 614742-615075
LGF, p2468 = 615076-615213
RTREVF, p2469 = 615214-615367
LGF, p2470 = 615368-615645
LGF, p2471 = 615646-615748
LG, p2472 = 615749-616258
LG, p2473 = 616259-616436
LG, p2474 = 616437-616606
LGF, p2475 = 616607-617032
LGF, p2476 = 617033-617292
DAYHOFFF, p2477 = 617293-617538
JTT, p2478 = 617539-617862
LG, p2479 = 617863-618193
LG, p2480 = 618194-618308
LG, p2481 = 618309-618520
LG, p2482 = 618521-618664
LGF, p2483 = 618665-618853
JTT, p2484 = 618854-619005
LGF, p2485 = 619006-619266
LG, p2486 = 619267-619580
JTT, p2487 = 619581-619716
JTT, p2488 = 619717-619932
JTT, p2489 = 619933-620349
LG, p2490 = 620350-620469
LGF, p2491 = 620470-620705
